"gene","combinedPval","adjustedPval","pred","truth"
"gene709",0.812800043264311,1,0,0
"gene710",0.582759533750682,1,0,0
"gene711",0.344372255457083,1,0,0
"gene712",0.600310060364498,1,0,0
"gene713",0.522609924926173,1,0,0
"gene714",0.0710036086384297,1,0,0
"gene715",0.0744318760352907,1,0,0
"gene716",0.396954904510579,1,0,0
"gene717",0.72489353740891,1,0,0
"gene718",0.689664891391043,1,0,0
"gene719",0.371500616032122,1,0,0
"gene720",0.901980712972689,1,0,0
"gene721",0.472345490541364,1,0,0
"gene722",0.683796494718131,1,0,0
"gene723",0.845496310243962,1,0,0
"gene724",0.370268456011901,1,0,0
"gene725",0.65526834310905,1,0,0
"gene726",0.354989782088301,1,0,0
"gene727",0.620250698430062,1,0,0
"gene728",0.046479728603011,1,0,0
"gene729",0.577622024576844,1,0,0
"gene730",0.633447539993765,1,0,0
"gene731",0.793202536683955,1,0,0
"gene732",0.162684542344249,1,0,0
"gene733",0.0328963862997864,1,0,0
"gene734",0.836653668325122,1,0,0
"gene735",0.793087126765331,1,0,0
"gene736",0.153292735532394,1,0,0
"gene737",0.375474042963314,1,0,0
"gene738",0.429257388560375,1,0,0
"gene739",0.993131969166962,1,0,0
"gene740",0.302879359280509,1,0,0
"gene741",0.304730328367206,1,0,0
"gene742",0.282595175633732,1,0,0
"gene743",0.0886518920531996,1,0,0
"gene744",0.401156152224101,1,0,0
"gene745",0.648956989157527,1,0,0
"gene746",0.708418596447434,1,0,0
"gene747",0.832768919209613,1,0,0
"gene748",0.277767255955558,1,0,0
"gene749",0.851329405688856,1,0,0
"gene750",0.163776616499808,1,0,0
"gene751",0.308959281375139,1,0,0
"gene752",0.738185436134966,1,0,0
"gene753",0.553669262177829,1,0,0
"gene754",0.292411120271818,1,0,0
"gene755",0.74339325994439,1,0,0
"gene756",0.0527129296173008,1,0,0
"gene757",0.148486345328193,1,0,0
"gene758",0.198507086111032,1,0,0
"gene759",0.0899013833384165,1,0,0
"gene760",0.534753951961239,1,0,0
"gene761",0.851391368003376,1,0,0
"gene763",0.2946281927684,1,0,0
"gene764",0.773222689144719,1,0,0
"gene765",0.912923912638884,1,0,0
"gene766",0.874690565773236,1,0,0
"gene767",0.407684860536551,1,0,0
"gene768",0.421063244484173,1,0,0
"gene769",0.254190493524449,1,0,0
"gene770",0.177192127125039,1,0,0
"gene771",0.488433023758536,1,0,0
"gene772",0.65450678222894,1,0,0
"gene773",0.936292250495402,1,0,0
"gene774",0.316552878541466,1,0,0
"gene775",0.320169076235202,1,0,0
"gene776",0.711995032793533,1,0,0
"gene777",0.968620828783874,1,0,0
"gene778",0.220225934031923,1,0,0
"gene780",0.520526046782959,1,0,0
"gene781",0.350256149188879,1,0,0
"gene782",0.403060822435195,1,0,0
"gene783",0.980846748745876,1,0,0
"gene784",0.380934646031712,1,0,0
"gene785",0.419187759833658,1,0,0
"gene786",0.605621812027175,1,0,0
"gene787",0.795839251747704,1,0,0
"gene788",0.179097803901881,1,0,0
"gene789",0.864051340797695,1,0,0
"gene790",0.0479849321797843,1,0,0
"gene791",0.211188696348917,1,0,0
"gene792",0.814085353928186,1,0,0
"gene793",0.45045942503816,1,0,0
"gene794",0.158649471270187,1,0,0
"gene795",0.372108278145702,1,0,0
"gene796",0.132335055123433,1,0,0
"gene797",0.357459421887055,1,0,0
"gene798",0.95398608040717,1,0,0
"gene799",0.671019094162009,1,0,0
"gene800",0.892797803160574,1,0,0
"gene801",0.124362900757992,1,0,0
"gene802",0.867775690985565,1,0,0
"gene803",0.70499922786696,1,0,0
"gene804",0.0322366682663442,1,0,0
"gene805",0.633084010316239,1,0,0
"gene806",0.0917380615446772,1,0,0
"gene807",0.565338674067833,1,0,0
"gene808",0.574590223192861,1,0,0
"gene809",0.797133599938129,1,0,0
"gene810",0.530533278342089,1,0,0
"gene811",0.129821677283731,1,0,0
"gene812",0.35167479139521,1,0,0
"gene813",0.801479950193615,1,0,0
"gene814",0.86805543910561,1,0,0
"gene815",0.899659478529771,1,0,0
"gene816",0.897315972182897,1,0,0
"gene817",0.619593824650158,1,0,0
"gene818",0.164077388481226,1,0,0
"gene819",0.101714327865785,1,0,0
"gene820",0.580526800972904,1,0,0
"gene821",0.949064723212336,1,0,0
"gene822",0.0665480738201545,1,0,0
"gene823",0.586921371301423,1,0,0
"gene824",0.506010380283183,1,0,0
"gene825",0.482581738084457,1,0,0
"gene826",0.711013378217119,1,0,0
"gene827",0.37171560421856,1,0,0
"gene828",0.422672387661305,1,0,0
"gene829",0.710789713551686,1,0,0
"gene830",0.827387083842467,1,0,0
"gene831",0.121375084010997,1,0,0
"gene832",0.0961017455538651,1,0,0
"gene833",0.155707888780857,1,0,0
"gene834",0.801259766861106,1,0,0
"gene835",0.144496651805879,1,0,0
"gene836",0.626741908592174,1,0,0
"gene837",0.68286125997527,1,0,0
"gene838",0.908179081632006,1,0,0
"gene840",0.446221850843026,1,0,0
"gene841",0.564029851475378,1,0,0
"gene842",0.981859120964187,1,0,0
"gene843",0.613277372009215,1,0,0
"gene844",0.698271142365973,1,0,0
"gene845",0.913181729726675,1,0,0
"gene846",0.853495378246735,1,0,0
"gene847",0.17811551144086,1,0,0
"gene848",0.925438042758992,1,0,0
"gene849",0.464171373987476,1,0,0
"gene850",0.208681174257354,1,0,0
"gene851",0.0216551655689023,1,0,0
"gene852",0.396792622398122,1,0,0
"gene853",0.386866882837463,1,0,0
"gene854",0.54253598104821,1,0,0
"gene855",0.359671936543034,1,0,0
"gene856",0.96064296514792,1,0,0
"gene857",0.452233426832583,1,0,0
"gene858",0.23131847239202,1,0,0
"gene859",0.213212034682472,1,0,0
"gene860",0.844921752535368,1,0,0
"gene861",0.221499532277715,1,0,0
"gene862",0.725554728084937,1,0,0
"gene863",0.588629406026266,1,0,0
"gene864",0.910943853918016,1,0,0
"gene865",0.443950159995469,1,0,0
"gene866",0.853099006400403,1,0,0
"gene867",0.981374396815455,1,0,0
"gene868",0.826024540119068,1,0,0
"gene869",0.72907786570895,1,0,0
"gene870",0.763398776702705,1,0,0
"gene871",0.608244913441392,1,0,0
"gene872",0.0668687994922865,1,0,0
"gene873",0.034037439152655,1,0,0
"gene874",0.285843538271193,1,0,0
"gene875",0.949719089869527,1,0,0
"gene876",0.63021253011738,1,0,0
"gene878",0.281225648760625,1,0,0
"gene879",0.237738661537528,1,0,0
"gene880",0.26733912268943,1,0,0
"gene881",0.494438401442059,1,0,0
"gene882",0.0304495600644485,1,0,0
"gene883",0.593368486976777,1,0,0
"gene884",0.68736332588911,1,0,0
"gene885",0.561018369938226,1,0,0
"gene886",0.677220412055967,1,0,0
"gene887",0.722569320062619,1,0,0
"gene888",0.253073146631678,1,0,0
"gene889",0.603007253485057,1,0,0
"gene890",0.794852448909099,1,0,0
"gene891",0.141954504674839,1,0,0
"gene892",0.230427641174308,1,0,0
"gene893",0.0960058264255454,1,0,0
"gene894",0.180871129509923,1,0,0
"gene895",0.534835083081888,1,0,0
"gene896",0.104333184526588,1,0,0
"gene897",0.275363533891347,1,0,0
"gene898",0.125977980948557,1,0,0
"gene899",0.665209706197977,1,0,0
"gene900",0.644837762957063,1,0,0
"gene901",0.808294768966482,1,0,0
"gene902",0.739480123559496,1,0,0
"gene903",0.894286509630248,1,0,0
"gene904",0.906389552512715,1,0,0
"gene905",0.75170165573994,1,0,0
"gene906",0.764067388453764,1,0,0
"gene907",0.692035054301025,1,0,0
"gene908",0.805957528137508,1,0,0
"gene909",0.0188313994935916,1,0,0
"gene910",0.357402347274385,1,0,0
"gene911",0.499486203293822,1,0,0
"gene912",0.943822035074033,1,0,0
"gene913",0.444213859137496,1,0,0
"gene914",0.847366157122135,1,0,0
"gene915",0.569602977963245,1,0,0
"gene916",0.663064617958263,1,0,0
"gene917",0.302866290152593,1,0,0
"gene918",0.789648985296404,1,0,0
"gene919",0.965490621843067,1,0,0
"gene920",0.618964115741245,1,0,0
"gene921",0.371635237234872,1,0,0
"gene922",0.109574755539309,1,0,0
"gene923",0.563363881454516,1,0,0
"gene924",0.709821779453211,1,0,0
"gene925",0.768798973217719,1,0,0
"gene926",0.022148466991325,1,0,0
"gene927",0.527226015914477,1,0,0
"gene928",0.31844066400821,1,0,0
"gene929",0.939998210481946,1,0,0
"gene930",0.331029697765832,1,0,0
"gene931",0.598864860882415,1,0,0
"gene932",0.195966382201286,1,0,0
"gene933",0.308081586281392,1,0,0
"gene934",0.568766614263401,1,0,0
"gene935",0.0761170619469911,1,0,0
"gene936",0.601017986497312,1,0,0
"gene937",0.289713242773271,1,0,0
"gene938",0.0832131254422331,1,0,0
"gene939",0.162711912128467,1,0,0
"gene940",0.86175541094847,1,0,0
"gene941",0.677317184455821,1,0,0
"gene942",0.394929941478769,1,0,0
"gene943",0.0348178108535703,1,0,0
"gene944",0.612455937261944,1,0,0
"gene945",0.572971210763992,1,0,0
"gene946",0.351882653361192,1,0,0
"gene947",0.810547873606692,1,0,0
"gene948",0.564757262901175,1,0,0
"gene949",0.994553242001881,1,0,0
"gene951",0.74170403308784,1,0,0
"gene952",0.457537341532726,1,0,0
"gene953",0.475629206160087,1,0,0
"gene954",0.264251135342887,1,0,0
"gene955",0.784049551064652,1,0,0
"gene956",0.740303782654168,1,0,0
"gene957",0.687107287309394,1,0,0
"gene958",0.113563487141153,1,0,0
"gene959",0.774764618772581,1,0,0
"gene960",0.649484370600479,1,0,0
"gene961",0.0644552947873307,1,0,0
"gene962",0.537715740173785,1,0,0
"gene963",0.478134208148122,1,0,0
"gene964",0.843639173010262,1,0,0
"gene965",0.826235976736709,1,0,0
"gene966",0.0512335180105354,1,0,0
"gene967",0.956704970844121,1,0,0
"gene968",0.554267742122765,1,0,0
"gene969",0.316957268711343,1,0,0
"gene970",0.589752098487617,1,0,0
"gene971",0.958719630130652,1,0,0
"gene972",0.588199731897315,1,0,0
"gene973",0.326555852094649,1,0,0
"gene974",0.108723678857255,1,0,0
"gene975",0.928459639769138,1,0,0
"gene976",0.395995662345464,1,0,0
"gene977",0.687578889519362,1,0,0
"gene978",0.741529212119474,1,0,0
"gene979",0.18825211629593,1,0,0
"gene980",0.0830068682456268,1,0,0
"gene981",0.86844827253637,1,0,0
"gene982",0.793010227058807,1,0,0
"gene983",0.646341390289262,1,0,0
"gene984",0.220030336589253,1,0,0
"gene985",0.843350363783918,1,0,0
"gene986",0.926711447776535,1,0,0
"gene987",0.927254076699799,1,0,0
"gene988",0.123710973252093,1,0,0
"gene989",0.629655283710708,1,0,0
"gene990",0.388023957830766,1,0,0
"gene991",0.295541158573436,1,0,0
"gene992",0.277046811980486,1,0,0
"gene993",0.245699750014823,1,0,0
"gene994",0.0614437831845356,1,0,0
"gene995",0.222854788352067,1,0,0
"gene996",0.860161702437131,1,0,0
"gene997",0.839905055157735,1,0,0
"gene998",0.210509910873885,1,0,0
"gene999",0.775761501383255,1,0,0
"gene1000",0.305698234037325,1,0,0
