"gene","combinedPval","adjustedPval","pred","truth"
"gene691",0.07284125842863,1,0,0
"gene692",0.74109584454084,1,0,0
"gene693",0.0942056929004403,1,0,0
"gene694",0.748615204185898,1,0,0
"gene695",0.901471711236114,1,0,0
"gene696",0.537154643528919,1,0,0
"gene697",0.447812479236661,1,0,0
"gene698",0.750650328569088,1,0,0
"gene699",0.61687070938549,1,0,0
"gene700",0.414605206202933,1,0,0
"gene701",0.882264985887832,1,0,0
"gene702",0.796255870676672,1,0,0
"gene703",0.343856196233008,1,0,0
"gene704",0.424866665766594,1,0,0
"gene705",0.524906130062345,1,0,0
"gene706",0.471541194560492,1,0,0
"gene707",0.278188121184163,1,0,0
"gene708",0.961142424408864,1,0,0
"gene709",0.834775306399104,1,0,0
"gene710",0.490258398414054,1,0,0
"gene711",0.855442582282176,1,0,0
"gene712",0.487976050876931,1,0,0
"gene713",0.329599377713779,1,0,0
"gene714",0.666141511849693,1,0,0
"gene715",0.941699724377056,1,0,0
"gene716",0.699213885675945,1,0,0
"gene717",0.726147004764651,1,0,0
"gene718",0.23479721196528,1,0,0
"gene719",0.827975511979636,1,0,0
"gene720",0.997433159381496,1,0,0
"gene721",0.978055921535608,1,0,0
"gene722",0.0853940222248717,1,0,0
"gene723",0.999009856408998,1,0,0
"gene724",0.518645271160311,1,0,0
"gene725",0.773794053720368,1,0,0
"gene726",0.785475386113709,1,0,0
"gene727",0.424768919006252,1,0,0
"gene728",0.382354311784005,1,0,0
"gene729",0.139932966226909,1,0,0
"gene730",0.744581219522301,1,0,0
"gene731",0.306495578811949,1,0,0
"gene732",0.523540029857441,1,0,0
"gene733",0.97992815472235,1,0,0
"gene734",0.225029387214503,1,0,0
"gene735",0.768366828152224,1,0,0
"gene736",0.760255451119548,1,0,0
"gene737",0.0614689103507424,1,0,0
"gene738",0.50080736088529,1,0,0
"gene739",0.596580122218059,1,0,0
"gene740",0.296465101360371,1,0,0
"gene741",0.623824307215882,1,0,0
"gene742",0.203720764244692,1,0,0
"gene743",0.436685427844797,1,0,0
"gene744",0.974122635055418,1,0,0
"gene745",0.817140392643666,1,0,0
"gene746",0.744395586703081,1,0,0
"gene747",0.520290802325545,1,0,0
"gene748",0.214393774565954,1,0,0
"gene749",0.463605873836904,1,0,0
"gene750",0.759669728052537,1,0,0
"gene751",0.719547044293533,1,0,0
"gene752",0.673170281747244,1,0,0
"gene753",0.148011463610848,1,0,0
"gene754",0.833741603006098,1,0,0
"gene755",0.273171364017853,1,0,0
"gene756",0.888194879449288,1,0,0
"gene757",0.950800004443912,1,0,0
"gene758",0.145661486221446,1,0,0
"gene759",0.387970556228394,1,0,0
"gene760",0.0855275048867563,1,0,0
"gene761",0.558672934060025,1,0,0
"gene762",0.906129632153988,1,0,0
"gene763",0.244022765609515,1,0,0
"gene764",0.756394350236539,1,0,0
"gene765",0.872887177853021,1,0,0
"gene766",0.307479112430928,1,0,0
"gene767",0.649973850219316,1,0,0
"gene768",0.358860311340511,1,0,0
"gene769",0.862904996799908,1,0,0
"gene770",0.324944922095908,1,0,0
"gene771",0.359468522925599,1,0,0
"gene772",0.465470578672759,1,0,0
"gene773",0.964629686473411,1,0,0
"gene774",0.723550707020995,1,0,0
"gene775",0.2511053275323,1,0,0
"gene776",0.277144422093025,1,0,0
"gene777",0.482876182134928,1,0,0
"gene778",0.239278793005183,1,0,0
"gene779",0.336042797772541,1,0,0
"gene780",0.766075080376934,1,0,0
"gene781",0.88575609929968,1,0,0
"gene782",0.0294578220952444,1,0,0
"gene783",0.51321126340059,1,0,0
"gene784",0.440127444043154,1,0,0
"gene785",0.333919958912545,1,0,0
"gene786",0.536828648468421,1,0,0
"gene787",0.456705273332041,1,0,0
"gene788",0.997911070105679,1,0,0
"gene789",0.0254571478110299,1,0,0
"gene790",0.541387300909231,1,0,0
"gene791",0.82624985491114,1,0,0
"gene792",0.316387889547606,1,0,0
"gene793",0.200916400308348,1,0,0
"gene794",0.230077910854483,1,0,0
"gene795",0.522795482756032,1,0,0
"gene796",0.536891030620182,1,0,0
"gene797",0.413806884126501,1,0,0
"gene798",0.33653053761137,1,0,0
"gene799",0.729638259015885,1,0,0
"gene800",0.8441191030158,1,0,0
"gene801",0.417732137100955,1,0,0
"gene802",0.811093796251145,1,0,0
"gene803",0.662645929651238,1,0,0
"gene804",0.840360013784822,1,0,0
"gene805",0.570726472140626,1,0,0
"gene806",0.74347251212123,1,0,0
"gene807",0.836859743935695,1,0,0
"gene808",0.721693056202046,1,0,0
"gene809",0.852108802119364,1,0,0
"gene810",0.580257765288483,1,0,0
"gene811",0.353237969125467,1,0,0
"gene812",0.996835043597265,1,0,0
"gene813",0.164339866014088,1,0,0
"gene814",0.225898888911834,1,0,0
"gene815",0.661991842404412,1,0,0
"gene816",0.618189849433568,1,0,0
"gene817",0.460755494412034,1,0,0
"gene818",0.436136445791889,1,0,0
"gene819",0.358162380975029,1,0,0
"gene820",0.149395100542218,1,0,0
"gene821",0.201217618609657,1,0,0
"gene822",0.799451604402061,1,0,0
"gene823",0.823163629656366,1,0,0
"gene824",0.0568286204049081,1,0,0
"gene825",0.0630653996854162,1,0,0
"gene827",0.792180925838092,1,0,0
"gene828",0.236072982467166,1,0,0
"gene829",0.838442957153986,1,0,0
"gene830",0.429543098024042,1,0,0
"gene831",0.0836851798435906,1,0,0
"gene832",0.161848998648628,1,0,0
"gene833",0.247717631514413,1,0,0
"gene834",0.538837686138562,1,0,0
"gene836",0.939743059667923,1,0,0
"gene837",0.660684623081784,1,0,0
"gene838",0.0262062038056441,1,0,0
"gene839",0.3684698211376,1,0,0
"gene840",0.971829699564685,1,0,0
"gene841",0.728630460955808,1,0,0
"gene842",0.883090452970186,1,0,0
"gene843",0.0402181477202668,1,0,0
"gene844",0.589573929760749,1,0,0
"gene845",0.350984970151022,1,0,0
"gene846",0.723110871675436,1,0,0
"gene847",0.578056969443599,1,0,0
"gene848",0.639691260887698,1,0,0
"gene849",0.644892378203682,1,0,0
"gene850",0.101600014522293,1,0,0
"gene851",0.398738556587024,1,0,0
"gene852",0.896459039826435,1,0,0
"gene853",0.671561191162204,1,0,0
"gene854",0.104814352807485,1,0,0
"gene855",0.99026562218642,1,0,0
"gene856",0.031359193043345,1,0,0
"gene857",0.788905053879311,1,0,0
"gene858",0.958896052840245,1,0,0
"gene859",0.240216176813876,1,0,0
"gene860",0.642106213189265,1,0,0
"gene861",0.286318736794044,1,0,0
"gene862",0.471293256466341,1,0,0
"gene863",0.500748209777644,1,0,0
"gene864",0.951849061955425,1,0,0
"gene865",0.57957894249617,1,0,0
"gene866",0.220412913415512,1,0,0
"gene867",0.462129544544943,1,0,0
"gene868",0.164819945066578,1,0,0
"gene869",0.915829242343513,1,0,0
"gene870",0.974290459880894,1,0,0
"gene871",0.473445534474258,1,0,0
"gene872",0.637573707096676,1,0,0
"gene873",0.522184803159612,1,0,0
"gene874",0.280947933664308,1,0,0
"gene875",0.301576410923623,1,0,0
"gene876",0.319103471537461,1,0,0
"gene877",0.927408706990563,1,0,0
"gene878",0.0253235831620249,1,0,0
"gene879",0.66185696973518,1,0,0
"gene880",0.488582656599123,1,0,0
"gene881",0.255179058707701,1,0,0
"gene882",0.566658775010122,1,0,0
"gene883",0.40220984354363,1,0,0
"gene884",0.406303838279723,1,0,0
"gene885",0.827514346268368,1,0,0
"gene886",0.872068983437508,1,0,0
"gene887",0.0933948565975077,1,0,0
"gene888",0.134395651757072,1,0,0
"gene890",0.501117471577415,1,0,0
"gene891",0.0564421885625963,1,0,0
"gene892",0.6584192041054,1,0,0
"gene893",0.719740326556914,1,0,0
"gene894",0.192306012934673,1,0,0
"gene895",0.867821642100705,1,0,0
"gene896",0.210053960639917,1,0,0
"gene897",0.797024199340075,1,0,0
"gene898",0.0485166216729762,1,0,0
"gene899",0.764871456386328,1,0,0
"gene900",0.699116962453466,1,0,0
"gene901",0.822212696817344,1,0,0
"gene902",0.0324629778469157,1,0,0
"gene903",0.50217130342748,1,0,0
"gene904",0.885703805742916,1,0,0
"gene905",0.361610882651317,1,0,0
"gene906",0.820319174006452,1,0,0
"gene907",0.329307284494225,1,0,0
"gene908",0.330085364464193,1,0,0
"gene909",0.325728647893313,1,0,0
"gene910",0.962025550146608,1,0,0
"gene911",0.957116965203663,1,0,0
"gene912",0.101096887162645,1,0,0
"gene913",0.734915092246213,1,0,0
"gene914",0.486264290691332,1,0,0
"gene915",0.0411819456855758,1,0,0
"gene916",0.309494008240549,1,0,0
"gene917",0.337699538047749,1,0,0
"gene918",0.596805105101604,1,0,0
"gene919",0.131262941819052,1,0,0
"gene920",0.239982805129618,1,0,0
"gene921",0.898662532034735,1,0,0
"gene922",0.662560420872551,1,0,0
"gene923",0.337030374454207,1,0,0
"gene924",0.176177470804359,1,0,0
"gene925",0.797051451570777,1,0,0
"gene926",0.0982510726263348,1,0,0
"gene927",0.726718832910472,1,0,0
"gene928",0.324707555038331,1,0,0
"gene929",0.29892688960141,1,0,0
"gene930",0.469119687463215,1,0,0
"gene931",0.6389123808835,1,0,0
"gene932",0.985446947556176,1,0,0
"gene933",0.526546650481387,1,0,0
"gene934",0.564746413847651,1,0,0
"gene935",0.54329052712096,1,0,0
"gene936",0.306147383377948,1,0,0
"gene937",0.248859121648851,1,0,0
"gene938",0.875775822655268,1,0,0
"gene939",0.812631008749331,1,0,0
"gene940",0.314945224158318,1,0,0
"gene941",0.115540814805229,1,0,0
"gene942",0.212103074565568,1,0,0
"gene943",0.818985636584636,1,0,0
"gene944",0.574737524769744,1,0,0
"gene945",0.873264385981168,1,0,0
"gene946",0.339310425672559,1,0,0
"gene947",0.598661685836328,1,0,0
"gene948",0.18070495659243,1,0,0
"gene949",0.121080588430404,1,0,0
"gene950",0.463100242504347,1,0,0
"gene951",0.489650654749081,1,0,0
"gene952",0.898527059230409,1,0,0
"gene953",0.369283578831804,1,0,0
"gene954",0.169657551354464,1,0,0
"gene955",0.461379637418078,1,0,0
"gene956",0.996542097169805,1,0,0
"gene957",0.0941996459492411,1,0,0
"gene958",0.394215691261126,1,0,0
"gene959",0.327956630031669,1,0,0
"gene960",0.296696827289637,1,0,0
"gene961",0.336084343475916,1,0,0
"gene962",0.828420002102747,1,0,0
"gene963",0.552162569857427,1,0,0
"gene964",0.98786830540994,1,0,0
"gene965",0.896987311513067,1,0,0
"gene966",0.161897499308807,1,0,0
"gene967",0.764439927374103,1,0,0
"gene968",0.323210949956293,1,0,0
"gene969",0.0800750787422007,1,0,0
"gene970",0.670330318716986,1,0,0
"gene971",0.814018546957523,1,0,0
"gene972",0.880010526185415,1,0,0
"gene973",0.425770302752986,1,0,0
"gene974",0.856306899142565,1,0,0
"gene975",0.863526629337386,1,0,0
"gene977",0.716090045468623,1,0,0
"gene978",0.240036693711062,1,0,0
"gene979",0.527050150852799,1,0,0
"gene980",0.362347001151119,1,0,0
"gene981",0.296509222705205,1,0,0
"gene982",0.211221883353672,1,0,0
"gene983",0.0854981089099787,1,0,0
"gene984",0.538903709053708,1,0,0
"gene985",0.0904171055134448,1,0,0
"gene986",0.409204715238181,1,0,0
"gene987",0.789156951263947,1,0,0
"gene988",0.343953547536214,1,0,0
"gene989",0.310853770077305,1,0,0
"gene990",0.430777368467791,1,0,0
"gene992",0.929752530337284,1,0,0
"gene993",0.111507306864223,1,0,0
"gene994",0.53671941643862,1,0,0
"gene995",0.869194538313184,1,0,0
"gene996",0.665331700171594,1,0,0
"gene997",0.0635348546469704,1,0,0
"gene998",0.882215406618335,1,0,0
"gene999",0.614517856089813,1,0,0
"gene1000",0.876418689213277,1,0,0
