"gene","p0g","geosvg_pred","scbsp_pvalue","scbsp_pred","spark_pvalue","spark_pred","sparkx_pvalue","sparkx_pred","raw_zero_prop","category"
"CCNE1",1,0,0.224897913301897,0,2.37915713913176e-13,1,1.57398180112988e-10,1,0.972101606600087,"Neither"
"CCP110",1,0,0.0216844423959979,0,1.31374186015254e-12,1,4.60685163273812e-16,1,0.868541033434651,"Neither"
"CCR6",1,0,0.729328366503979,0,1,0,1,0,0.995223621363439,"Neither"
"CCRL2",1,0,0.854389406367198,0,0.0114927664864012,1,1,0,0.994897959183674,"Neither"
"CD9",1,0,0.732581363600608,0,0.353164931543429,0,1,0,0.991315675206253,"Neither"
"CDHR1",1,0,0.815797183519738,0,1,0,1,0,0.99348675640469,"Neither"
"CDKL4",1,0,0.682285981698089,0,1,0,1,0,0.994789405123752,"Neither"
"CDKN1C",1,0,0.802742948409174,0,7.22457768209661e-05,1,1,0,0.993161094224924,"Neither"
"CEACAM10",1,0,0.949216302034996,0,1,0,1,0,0.997503256621798,"Neither"
"CEMIP",1,0,0.736867097406942,0,1.86758985525144e-07,1,1,0,0.99348675640469,"Neither"
"CENPF",1,0,0.69256093249795,0,0.0457792617836136,1,0.018759244428228,1,0.990772904906643,"Neither"
"CFAP126",1,0,0.883070888330415,0,0.00048972141687992,1,0.437938390415611,0,0.995657837603126,"Neither"
"CHAT",1,0,0.784224706228693,0,2.76236148531023e-07,1,1,0,0.994789405123752,"Neither"
"CHODL",1,0,0.502696834869127,0,9.04352205716835e-12,1,0.00170416543998415,1,0.987950499348676,"Neither"
"CHRM2",1,0,0.203288112644335,0,6.44944909111183e-05,1,1.78251765347613e-05,1,0.965154146765089,"Neither"
"CHRM3",1,0,0.490816809251745,0,0.000103033658656584,1,0.00638903552104896,1,0.98056882327399,"Neither"
"CHRNA6",1,0,0.82988653069324,0,1,0,1,0,0.994246634824142,"Neither"
"CITED1",1,0,0.331519698745619,0,0.0578067897453953,0,8.3740334743227e-05,1,0.976877985236648,"Neither"
"CKS2",1,0,0.367398958137161,0,2.44319541882719e-05,1,1,0,0.983825445071646,"Neither"
"CLCA3A1",1,0,0.590999555030699,0,0.662077585228161,0,0.893331187583714,0,0.985453755970473,"Neither"
"CLDN11",1,0,0.000375398026894458,1,2.50566377284348e-15,1,9.45164273795147e-32,1,0.754884932696483,"scBSP only"
"CLDN5",1,0,0.598746642815292,0,1,0,1,0,0.98881893182805,"Neither"
"CLIC5",1,0,0.47888569718519,0,0.00180440397792033,1,1,0,0.988493269648285,"Neither"
"CNKSR3",1,0,0.430451832886287,0,6.36616549636017e-09,1,0.311029088662665,0,0.987082066869301,"Neither"
"CNPY1",1,0,0.864377927633082,0,0.00468210023531476,1,1,0,0.993812418584455,"Neither"
"CNR1",1,0,0.857863629418747,0,0.458853992852084,0,1,0,0.992509769865393,"Neither"
"CNTNAP3",1,0,0.640812155581341,0,2.50566377284348e-15,1,9.01444748785975e-05,1,0.988710377768129,"Neither"
"COL11A1",1,0,0.671708922313041,0,1,0,1,0,0.989036039947894,"Neither"
"COL15A1",1,0,0.349392333509739,0,3.08030734496979e-15,1,0.0125709963955337,1,0.982414242292662,"Neither"
"COL18A1",1,0,0.314291747910174,0,5.55465258928979e-15,1,0.00514269432947171,1,0.977963525835866,"Neither"
"COL25A1",1,0,0.162814837063659,0,3.29258097145825e-05,1,1.64802673849941e-06,1,0.949413808076422,"Neither"
"COL6A1",1,0,0.411453172949628,0,2.50566377284348e-15,1,4.52234248689614e-58,1,0.986864958749457,"Neither"
"COL9A2",1,0,0.559503513337676,0,3.14328142583885e-05,1,0.102154309063542,0,0.99174989144594,"Neither"
"COX4I2",1,0,0.758781051303059,0,1.05817113709004e-09,1,0.515711706719077,0,0.994463742943986,"Neither"
"COX6A2",1,0,0.667187679460033,0,5.3623529396971e-06,1,0.530656875089289,0,0.993378202344768,"Neither"
"COX8B",1,0,0.931163765646282,0,1,0,1,0,0.996526270082501,"Neither"
"CPNE6",1,0,0.00161001259903282,1,2.50566377284348e-15,1,1.33871781634774e-51,1,0.719387755102041,"scBSP only"
"CPXM2",1,0,0.466999502742847,0,0.000941164187219346,1,1,0,0.983065566652193,"Neither"
"CRABP1",1,0,0.481719699668348,0,0.714231603658204,0,1,0,0.979917498914459,"Neither"
"CREB3L1",1,0,0.612093181137912,0,3.51824241478179e-14,1,0.0169436742399923,1,0.990230134607034,"Neither"
"CRHBP",1,0,0.826168615846588,0,0.00315060588439241,1,1,0,0.99348675640469,"Neither"
"CRHR1",1,0,0.725921340478388,0,0.483767314453292,0,0.127228813447201,0,0.990338688666956,"Neither"
"CRHR2",1,0,0.863420425429491,0,1,0,1,0,0.995332175423361,"Neither"
"CRISP1",1,0,0.871983216068932,0,2.50566377284348e-15,1,0.712082690103374,0,0.995440729483283,"Neither"
"CRISPLD2",1,0,0.794040468103753,0,1,0,1,0,0.993052540165002,"Neither"
"CSF1R",1,0,0.389329694471226,0,1,0,0.164635025781324,0,0.975466782457664,"Neither"
"CSPG5",1,0,0.194932805676211,0,5.55465258928979e-15,1,5.2831898037351e-10,1,0.954841511072514,"Neither"
"CST3",1,0,1.10641113986176e-05,1,2.50566377284348e-15,1,1.80962442892375e-67,1,0.27301346070343,"scBSP only"
"CTGF",1,0,0.319942572390048,0,1,0,1,0,0.969496309161963,"Neither"
"CTPS",1,0,0.0187722493544603,0,0.000173069285195988,1,1.00087559289103e-11,1,0.865284411636995,"Neither"
"CTSC",1,0,0.923111972835698,0,0.560093670198767,0,0.0246445492207137,1,0.995766391663048,"Neither"
"CTSS",1,0,0.153923929219944,0,0.00313236702352094,1,1.3504237433313e-07,1,0.95516717325228,"Neither"
"CTXN3",1,0,0.481564451653446,0,1,0,0.672430167242965,0,0.983065566652193,"Neither"
"CXCL2",1,0,0.287536025587962,0,1,0,0.00129408105180453,1,0.970581849761181,"Neither"
"CYP26B1",1,0,0.505783293930247,0,2.50566377284348e-15,1,2.50486892920807e-39,1,0.98349978289188,"Neither"
"CYP2S1",1,0,0.503857157292883,0,0.000147101033003062,1,1.80652231443893e-05,1,0.986322188449848,"Neither"
"CYTH3",1,0,0.0813349460332701,0,1.01671887377126e-05,1,0.000174759812525632,1,0.92216673903604,"Neither"
"DAD1",1,0,0.080929619560929,0,1,0,0.000473231429049838,1,0.921298306556665,"Neither"
"DBH",1,0,0.89728661837148,0,1,0,1,0,0.994138080764221,"Neither"
"DBPHT2",1,0,0.00637912698093357,1,2.50566377284348e-15,1,9.86821682278798e-115,1,0.88797221016066,"scBSP only"
"DCLK3",1,0,0.0231686857612262,0,3.08030734496979e-15,1,2.4671357507572e-32,1,0.875814155449414,"Neither"
"DEGS2",1,0,0.953326924010598,0,1.86799542476904e-11,1,1,0,0.998371689101172,"Neither"
"DEPTOR",1,0,0.0697120190203723,0,3.75290610067522e-14,1,7.66834407458269e-13,1,0.937038645245332,"Neither"
"DHH",1,0,0.734615710919259,0,1,0,0.0638456588331548,0,0.993052540165002,"Neither"
"DKKL1",1,0,0.874466068447861,0,1,0,0.431356935245005,0,0.995440729483283,"Neither"
"DMBX1",1,0,0.79279645102431,0,0.480755927053148,0,0.101080118149908,0,0.991641337386018,"Neither"
"DMKN",1,0,0.951552930752159,0,1,0,1,0,0.997503256621798,"Neither"
"DOC2G",1,0,0.575310153575614,0,0.0689217583492495,0,0.140711750107786,0,0.985996526270082,"Neither"
"DOCK5",1,0,0.677768978286689,0,0.0901897042040675,0,0.0897878273332633,0,0.988276161528441,"Neither"
"DRD1",1,0,0.287197407366248,0,2.78982530924072e-07,1,3.84419047085369e-08,1,0.978397742075554,"Neither"
"DRD2",1,0,0.641568448620403,0,1,0,0.743620700711217,0,0.990121580547112,"Neither"
"DRD3",1,0,0.851690092525365,0,0.0012320876468868,1,1,0,0.993920972644377,"Neither"
"DRD5",1,0,0.392358398333808,0,0.000381642713117972,1,0.010377075199173,1,0.980460269214069,"Neither"
"DYNLRB2",1,0,0.768438856907192,0,0.162194742642551,0,1,0,0.995115067303517,"Neither"
"EBF1",1,0,0.298597547346826,0,1.74986739008033e-07,1,0.0548374803395657,0,0.981654363873209,"Neither"
"EBF2",1,0,0.478398283089272,0,2.17201158940178e-14,1,0.000201945265660315,1,0.98881893182805,"Neither"
"ECSCR",1,0,0.766257944837804,0,0.00223806869134156,1,1,0,0.993269648284846,"Neither"
"EDN3",1,0,0.8127466251312,0,1,0,1,0,0.993378202344768,"Neither"
"EFHD1",1,0,0.527168552109358,0,0.00150149231013438,1,1,0,0.985779418150239,"Neither"
"EFHD2",1,0,0.0261653067961407,0,5.24410738174721e-08,1,1.40954612435779e-07,1,0.898176291793313,"Neither"
"EFNA5",1,0,0.0814342804326411,0,3.52993285258232e-12,1,0.141751834270695,0,0.940512375162831,"Neither"
"ENPP6",1,0,0.262182226227612,0,3.77654740220782e-11,1,0.00204983311621874,1,0.976335214937039,"Neither"
"EOMES",1,0,0.807038004826501,0,8.52843734732642e-12,1,0.00514269432947171,1,0.993920972644377,"Neither"
"EPYC",1,0,0.907704914447188,0,1.36405804121454e-07,1,1,0,0.996960486322188,"Neither"
"ESRRG",1,0,0.545710096366989,0,3.93247233298155e-08,1,6.16736320821674e-05,1,0.981654363873209,"Neither"
"F13A1",1,0,0.874249925019637,0,1,0,1,0,0.996743378202345,"Neither"
"FABP7",1,0,0.227761226961093,0,8.70774171693473e-12,1,4.59550612752137e-09,1,0.969387755102041,"Neither"
"FAM180A",1,0,0.850764296864536,0,0.207246824056224,0,0.368112949338644,0,0.992292661745549,"Neither"
"FAM181B",1,0,0.132170195545243,0,0.0659010724548686,0,5.15372089138981e-10,1,0.95223621363439,"Neither"
"FAM184A",1,0,0.0698427447319283,0,1,0,3.14084861271479e-05,1,0.924772036474164,"Neither"
"FAM214A",1,0,0.0406332560448014,0,6.06816892357114e-09,1,8.28165501173022e-08,1,0.908163265306122,"Neither"
"FAM216B",1,0,0.863069502097017,0,1.60995390904075e-06,1,1,0,0.995332175423361,"Neither"
"FBLN2",1,0,0.843559423619778,0,0.0049835738828826,1,1,0,0.994897959183674,"Neither"
"FBLN5",1,0,0.244522354922143,0,0.000288704989203677,1,0.00128495107198122,1,0.980243161094225,"Neither"
"FCMR",1,0,0.910719447010639,0,1,0,0.714470511663025,0,0.997286148501954,"Neither"
"FEV",1,0,0.565644386770197,0,0.087244279445217,0,1,0,0.990664350846722,"Neither"
"FGF10",1,0,0.22793735630063,0,2.50566377284348e-15,1,7.70513436326996e-09,1,0.979917498914459,"Neither"
"FGFR3",1,0,0.412624621156377,0,0.00413738739432599,1,0.0184270998231122,1,0.979266174554928,"Neither"
"FIBCD1",1,0,0.242696501289665,0,4.56436758391641e-06,1,3.62803828596016e-05,1,0.963960052105949,"Neither"
"FIGN",1,0,0.120156861937292,0,2.97267567553218e-10,1,0.0192514011079279,1,0.971233174120712,"Neither"
"FJX1",1,0,0.0778490752812874,0,3.03313425885292e-09,1,6.84326475772444e-06,1,0.953321754233608,"Neither"
"FLT1",1,0,0.0355324446831201,0,0.67535096538131,0,0.153748409373281,0,0.922383847155884,"Neither"
"FN1",1,0,0.278644219310105,0,0.500026050727183,0,0.0125280713539914,1,0.967216673903604,"Neither"
"FOLR1",1,0,0.897430051824561,0,2.50566377284348e-15,1,0.784417352817609,0,0.995983499782892,"Neither"
"FOS",1,0,0.134003496485552,0,5.41874486636316e-06,1,0.113225768061888,0,0.977637863656101,"Neither"
"FRZB",1,0,0.481977801079436,0,1,0,0.02067203751152,1,0.985019539730786,"Neither"
"FSHR",1,0,0.62008396778845,0,0.0181136931460489,1,0.107965792294758,0,0.985670864090317,"Neither"
"GABBR1",1,0,3.76664503312085e-05,1,2.50566377284348e-15,1,4.08876012506996e-91,1,0.388732088580113,"scBSP only"
"GABBR2",1,0,4.91604548693569e-05,1,2.50566377284348e-15,1,2.8119633845286e-66,1,0.435193226226661,"scBSP only"
"GABRA6",1,0,0.801330557513577,0,0.00333444887852075,1,0.714715501685414,0,0.992292661745549,"Neither"
"GABRR2",1,0,0.726907080199964,0,0.00694306575362565,1,1,0,0.991532783326096,"Neither"
"GAD1",1,0,0.116892768584925,0,3.08030734496979e-15,1,8.97287655840695e-25,1,0.949522362136344,"Neither"
"GADD45A",1,0,0.356572838691472,0,1,0,0.148345792585216,0,0.975792444637429,"Neither"
"GAL",1,0,0.0131615458061789,0,2.50566377284348e-15,1,7.54857856621556e-09,1,0.945071645679548,"Neither"
"GALNT14",1,0,0.786035730357324,0,1,0,0.368112949338644,0,0.990990013026487,"Neither"
"GALNTL6",1,0,0.206754641314028,0,3.38517248823817e-06,1,5.06192902497666e-05,1,0.975900998697351,"Neither"
"GALR1",1,0,0.596515269173773,0,3.97452056721452e-10,1,0.00916831936201188,1,0.989904472427269,"Neither"
"GALR2",1,0,0.643181887787798,0,5.0356452076771e-08,1,5.16636505717497e-09,1,0.985453755970473,"Neither"
"GALR3",1,0,0.387407621504443,0,0.156145663630888,0,0.182880904925072,0,0.983825445071646,"Neither"
"GAST",1,0,0.624201004695682,0,4.73664318117294e-05,1,0.475983453278998,0,0.991424229266175,"Neither"
"GATA3",1,0,0.789839298558615,0,3.08030734496979e-15,1,0.0010917910749124,1,0.993920972644377,"Neither"
"GBX1",1,0,0.416728224627473,0,1.84939029653313e-11,1,1.46893269341045e-14,1,0.985345201910551,"Neither"
"GBX2",1,0,0.597084492800904,0,5.55465258928979e-15,1,3.87568265497114e-06,1,0.987841945288754,"Neither"
"GCGR",1,0,0.899345732070026,0,1,0,1,0,0.995983499782892,"Neither"
"GCH1",1,0,0.858948145389677,0,2.57873517552338e-12,1,1,0,0.995332175423361,"Neither"
"GDF10",1,0,0.247555969752983,0,0.210549003691609,0,0.152049025375745,0,0.969713417281806,"Neither"
"GFAP",1,0,0.000182308441385115,1,3.08030734496979e-15,1,7.98165198122087e-69,1,0.744897959183674,"scBSP only"
"GFRA2",1,0,0.0350009958216212,0,2.50566377284348e-15,1,2.27236012801364e-05,1,0.911962657403387,"Neither"
"GFRA3",1,0,0.701121856240717,0,1,0,0.118830692159085,0,0.991207121146331,"Neither"
"GHRH",1,0,0.0619701304070379,0,2.52822149006367e-13,1,0.00717307438510225,1,0.982088580112896,"Neither"
"GHSR",1,0,0.565352830194038,0,0.0291767989298769,1,0.0330286137238227,1,0.991532783326096,"Neither"
"GIPR",1,0,0.730106060852187,0,7.90866146920119e-06,1,1,0,0.994246634824142,"Neither"
"GJA1",1,0,0.00624299021537289,1,6.59114756092239e-12,1,0.000229727973952075,1,0.842705167173252,"scBSP only"
"GJB1",1,0,0.646193072623754,0,0.740337998511798,0,1,0,0.992618323925315,"Neither"
"GJB2",1,0,0.6364636540579,0,1.06738555514331e-06,1,1,0,0.991207121146331,"Neither"
"GKN3",1,0,0.495298808941858,0,0.440677563302606,0,0.073525153429937,0,0.980785931393834,"Neither"
"GLDC",1,0,0.411917634977719,0,1.14879889379674e-11,1,0.000283426495933021,1,0.988601823708207,"Neither"
"GM5741",1,0,0.593818441145484,0,2.99080614942179e-07,1,0.00898664048417626,1,0.98762483716891,"Neither"
"GNB3",1,0,0.938621356290949,0,1,0,1,0,0.997177594442032,"Neither"
"GNG4",1,0,0.223335448456525,0,0.0102778696966587,1,1.59624172647814e-06,1,0.960160660008684,"Neither"
"GNG8",1,0,0.0560855447138119,0,2.50566377284348e-15,1,6.42756373208423e-124,1,0.976552323056882,"Neither"
"GNRH1",1,0,0.904274950812833,0,0.351729970499033,0,1,0,0.996092053842814,"Neither"
"GPC3",1,0,0.846232941844181,0,0.0741338681862553,0,0.429758274003484,0,0.994029526704299,"Neither"
"GPR139",1,0,0.326961947145109,0,0.00106514507120228,1,8.84942595989861e-06,1,0.972427268779852,"Neither"
"GPR17",1,0,0.566551403170456,0,1,0,1,0,0.985128093790708,"Neither"
"GPR34",1,0,0.248263561001245,0,3.08030734496979e-15,1,6.89736151852264e-16,1,0.96993052540165,"Neither"
"GPR50",1,0,0.683909270931746,0,0.0129456583000466,1,0.165823092324412,0,0.99348675640469,"Neither"
"GPR83",1,0,0.905447387850319,0,1,0,1,0,0.995549283543204,"Neither"
"GPR88",1,0,0.506366965073489,0,5.55465258928979e-15,1,1.94732073532573e-14,1,0.984151107251411,"Neither"
"GPRASP2",1,0,6.07108809668189e-05,1,2.50566377284348e-15,1,5.73162635225668e-68,1,0.458098132870169,"scBSP only"
"GPSM1",1,0,0.00205810275277152,1,5.19470802365501e-07,1,1.04294700302155e-51,1,0.743703864524533,"scBSP only"
"GRIK3",1,0,0.193271074674934,0,5.55465258928979e-15,1,6.17823833892822e-12,1,0.959183673469388,"Neither"
"GRIN2C",1,0,0.673856550695125,0,3.08030734496979e-15,1,1,0,0.991315675206253,"Neither"
"GRM1",1,0,0.0556452604934852,0,6.02017582182716e-12,1,4.25091525109924e-05,1,0.91923577941815,"Neither"
"GRM2",1,0,0.0742394343847874,0,1.82303047498145e-07,1,0.000134784341707562,1,0.943877551020408,"Neither"
"GRM4",1,0,0.018868498545712,0,2.50566377284348e-15,1,3.54159066179668e-15,1,0.891880156317846,"Neither"
"GRM5",1,0,0.000947660523634597,1,3.08030734496979e-15,1,2.25289334928458e-44,1,0.690295267042987,"scBSP only"
"GRM7",1,0,0.000589259015718158,1,2.50566377284348e-15,1,1.15253760451335e-44,1,0.662939643942683,"scBSP only"
"GRM8",1,0,0.254115293293786,0,0.000435742128028168,1,0.00758902289542733,1,0.969496309161963,"Neither"
"GRPR",1,0,0.561937182479211,0,0.124424605658932,0,1,0,0.985562310030395,"Neither"
"HAND1",1,0,0.882766305316851,0,1,0,1,0,0.994789405123752,"Neither"
"HAPLN2",1,0,0.850617530647063,0,0.457105083231856,0,0.381472210199379,0,0.995332175423361,"Neither"
"HCRT",1,0,3.7513509286935e-05,1,2.50566377284348e-15,1,0.000457822544186527,1,0.958532349109857,"scBSP only"
"HCRTR1",1,0,0.340587990206736,0,1.89705703459518e-05,1,0.0342591429103656,1,0.9811115935736,"Neither"
"HDHD3",1,0,0.118212922728302,0,0.0724518033445314,0,0.0355585698917664,1,0.9493052540165,"Neither"
"HHIP",1,0,0.510008432909923,0,0.000138929795091577,1,0.00478381665960085,1,0.984585323491099,"Neither"
"HIGD1B",1,0,0.75573267660396,0,0.182655373357743,0,0.827333696445029,0,0.994138080764221,"Neither"
"HOPX",1,0,0.101873609463009,0,5.55465258928979e-15,1,1.96646765540591e-06,1,0.936495874945723,"Neither"
"HOXA10",1,0,0.593038773783886,0,1,0,0.929479616003014,0,0.986105080330004,"Neither"
"HOXA7",1,0,0.594225615669688,0,0.0330621290741141,1,0.0113720063511271,1,0.983391228831958,"Neither"
"HOXB3",1,0,0.806563698083988,0,1,0,0.624932039073837,0,0.99174989144594,"Neither"
"HOXB6",1,0,0.835878333173014,0,1,0,0.567634839548212,0,0.992509769865393,"Neither"
"HOXB8",1,0,0.817430115716966,0,1,0,0.889126158655945,0,0.993378202344768,"Neither"
"HOXB9",1,0,0.815106498552794,0,0.0153641844284319,1,0.0695174061440433,0,0.993052540165002,"Neither"
"HOXC10",1,0,0.684288847057232,0,1,0,1,0,0.989144594007816,"Neither"
"HOXC4",1,0,0.836063728422257,0,0.0111057800751695,1,0.486403589830529,0,0.99468085106383,"Neither"
"HOXC5",1,0,0.315562934987065,0,7.89944119844077e-08,1,3.87771924989805e-05,1,0.975900998697351,"Neither"
"HOXC8",1,0,0.588749190357044,0,0.172501567029756,0,1,0,0.984585323491099,"Neither"
"HOXC9",1,0,0.761178682415796,0,1,0,1,0,0.995657837603126,"Neither"
"HPCAL4",1,0,0.000732649197744961,1,2.50566377284348e-15,1,2.43691858139638e-208,1,0.778115501519757,"scBSP only"
"HRH1",1,0,0.439091696912012,0,0.00056913488575909,1,0.237332187253362,0,0.97937472861485,"Neither"
"HRH3",1,0,0.132470061356156,0,3.08030734496979e-15,1,4.3639584677828e-10,1,0.961137646547981,"Neither"
"HRH4",1,0,0.598428778492894,0,1,0,1,0,0.986864958749457,"Neither"
"HS6ST2",1,0,0.120687619051784,0,1.25425455798749e-11,1,7.23149538575427e-10,1,0.960703430308294,"Neither"
"HSPB7",1,0,0.620426747889592,0,8.62667805992818e-06,1,1,0,0.992292661745549,"Neither"
"HTR1A",1,0,0.261426018818879,0,0.00056573910792363,1,0.00889157982477371,1,0.97524967433782,"Neither"
"HTR1B",1,0,0.111933832427276,0,3.08030734496979e-15,1,2.98487906620696e-17,1,0.944528875379939,"Neither"
"HTR1D",1,0,0.417952448574883,0,7.48272248201775e-08,1,0.935762091006229,0,0.987190620929223,"Neither"
"HTR1F",1,0,0.250102745357902,0,6.24797857929261e-11,1,1.96142386117457e-06,1,0.967216673903604,"Neither"
"HTR3A",1,0,0.560537758050301,0,0.527413187434857,0,0.274334811986474,0,0.982739904472427,"Neither"
"HTR3B",1,0,0.8697621219688,0,1,0,1,0,0.996092053842814,"Neither"
"HTR5A",1,0,0.110184330637573,0,0.105556752664164,0,0.745331926642523,0,0.949956578376031,"Neither"
"HTR5B",1,0,0.631324652257346,0,0.0041281240271938,1,0.0375659389006161,1,0.993595310464611,"Neither"
"HTRA1",1,0,0.00739622324248024,1,7.74359757019345e-11,1,7.30364560232869e-17,1,0.821102909248806,"scBSP only"
"IBSP",1,0,0.883204617348015,0,1,0,0.44786532782108,0,0.995223621363439,"Neither"
"ID2",1,0,0.49155083255647,0,0.0443807038353631,1,1,0,0.986973512809379,"Neither"
"ID4",1,0,0.317530215414771,0,3.08030734496979e-15,1,2.81629929678689e-08,1,0.966782457663917,"Neither"
"IDO1",1,0,0.651297443743625,0,0.452087374052391,0,0.708953018447841,0,0.988059053408597,"Neither"
"IFITM1",1,0,0.361483799250701,0,2.92852729471112e-05,1,0.00092895639833262,1,0.977854971775944,"Neither"
"IGF2",1,0,0.155102994687596,0,0.0221550244458273,1,0.416757645484958,0,0.967976552323057,"Neither"
"IGFBPL1",1,0,0.903296532622589,0,2.50566377284348e-15,1,1,0,0.996526270082501,"Neither"
"IGSF1",1,0,0.21280795269208,0,0.000622573217241373,1,0.00426991331977034,1,0.96699956578376,"Neither"
"IL1RAPL2",1,0,0.334002900322689,0,3.08030734496979e-15,1,0.0316788470677704,1,0.986322188449848,"Neither"
"IL23A",1,0,0.700478950425437,0,0.00276517128502237,1,1,0,0.990990013026487,"Neither"
"IL31RA",1,0,0.54830613521356,0,1,0,0.204454520664975,0,0.982414242292662,"Neither"
"IL33",1,0,0.202456014431626,0,2.3274107555359e-11,1,4.00867775310652e-12,1,0.957338254450716,"Neither"
"INPP5J",1,0,0.172402493016906,0,0.0622920411229971,0,0.0186640853392783,1,0.967867998263135,"Neither"
"IRS4",1,0,0.133914643267875,0,2.50566377284348e-15,1,6.36433872069155e-13,1,0.950607902735562,"Neither"
"IRX2",1,0,0.622381936819734,0,0.000160267240416589,1,0.00127753168507017,1,0.987841945288754,"Neither"
"IRX6",1,0,0.243523176301655,0,2.50566377284348e-15,1,3.38833807946677e-14,1,0.980026052974381,"Neither"
"ISL2",1,0,0.908208287241434,0,0.00821120858872823,1,1,0,0.995549283543204,"Neither"
"ISLR",1,0,0.573804388004745,0,0.0692219960624383,0,0.0598966720425642,0,0.988276161528441,"Neither"
"ITPR2",1,0,0.139624049847473,0,0.672095894790739,0,0.131120129899198,0,0.970581849761181,"Neither"
"KCNAB1",1,0,0.194613214466808,0,5.61160092025254e-14,1,1.37476600919385e-05,1,0.955709943551889,"Neither"
"KCNC2",1,0,0.647477528179744,0,0.00961669112104808,1,1,0,0.986213634389926,"Neither"
"KCND3",1,0,0.124861139990806,0,0.00886241296880568,1,1.91253716034052e-07,1,0.927268779852366,"Neither"
"KCNIP1",1,0,0.864568242272997,0,1,0,0.428819416632098,0,0.995657837603126,"Neither"
"KCNJ8",1,0,0.699461367421406,0,7.26278716181159e-12,1,0.756093528401457,0,0.993920972644377,"Neither"
"KCNK3",1,0,0.5376126523156,0,0.0873059738829902,0,0.35149387985925,0,0.980785931393834,"Neither"
"KCTD12",1,0,0.0959071535217295,0,4.42736017936368e-13,1,5.76864558029218e-12,1,0.953864524533218,"Neither"
"KIF5B",1,0,0.103198252770913,0,0.177781342537732,0,2.38681273553598e-13,1,0.916304819800261,"Neither"
"KL",1,0,0.549901956824202,0,1.94837910414538e-09,1,0.103206017078066,0,0.985128093790708,"Neither"
"KLHL14",1,0,0.484369883195874,0,2.17201158940178e-14,1,1,0,0.987733391228832,"Neither"
"KLK6",1,0,0.353858228367368,0,0.00510869526420809,1,0.493733618321738,0,0.985779418150239,"Neither"
"KRT17",1,0,0.62328600967808,0,3.73963225982357e-08,1,0.91700185158119,0,0.991098567086409,"Neither"
"KRT19",1,0,0.872128389497943,0,2.33970418147924e-07,1,1,0,0.996960486322188,"Neither"
"KRT73",1,0,0.760884784433533,0,0.00100256706472309,1,0.0220414831148352,1,0.996417716022579,"Neither"
"LBP",1,0,0.795371054965333,0,0.0270410447346207,1,1,0,0.996309161962657,"Neither"
"LBX1",1,0,0.951733222101432,0,2.50566377284348e-15,1,1,0,0.997286148501954,"Neither"
"LEF1",1,0,0.0743514338232162,0,3.08030734496979e-15,1,6.01814508985678e-29,1,0.963634389926183,"Neither"
"LHX1",1,0,0.694553501763614,0,2.24404700212595e-09,1,0.00122518322276179,1,0.991424229266175,"Neither"
"LHX2",1,0,0.549319661677864,0,3.33594876292696e-07,1,0.481630282201672,0,0.981762917933131,"Neither"
"LHX6",1,0,0.312626278666577,0,2.50566377284348e-15,1,1.65105848827588e-10,1,0.982739904472427,"Neither"
"LHX9",1,0,0.500011611470599,0,5.55465258928979e-15,1,3.49357060572334e-10,1,0.988710377768129,"Neither"
"LIMS2",1,0,0.202038868512261,0,0.00100802855816742,1,0.00049783119183641,1,0.9716673903604,"Neither"
"LINGO4",1,0,0.467438560266462,0,0.015532674298152,1,0.000131330409545313,1,0.975683890577508,"Neither"
"LMCD1",1,0,0.522487395888245,0,0.0030868942005534,1,1,0,0.988167607468519,"Neither"
"LMX1A",1,0,0.289956078694663,0,2.50566377284348e-15,1,2.69634167503917e-06,1,0.983391228831958,"Neither"
"LRPPRC",1,0,0.0509682124909976,0,0.0769302722945457,0,2.04661910892715e-07,1,0.898936170212766,"Neither"
"LRRC55",1,0,0.0140045696133976,0,3.08030734496979e-15,1,6.68200434045021e-18,1,0.88797221016066,"Neither"
"LRRTM2",1,0,0.838028399542185,0,1.00463313524035e-05,1,1,0,0.994246634824142,"Neither"
"LY6C1",1,0,0.789309941387246,0,5.37279328162377e-05,1,1,0,0.991532783326096,"Neither"
"LY6D",1,0,0.882367513649809,0,1,0,0.210634349095329,0,0.995332175423361,"Neither"
"LYPD1",1,0,0.00448152335608687,1,2.50566377284348e-15,1,4.00141106087259e-84,1,0.880156317846287,"scBSP only"
"LYPD2",1,0,0.695910299063596,0,0.123898773768277,0,0.0913833125806198,0,0.99174989144594,"Neither"
"LYPD6",1,0,0.141313092595464,0,2.50566377284348e-15,1,1.96142386117457e-06,1,0.954407294832827,"Neither"
"MAB21L2",1,0,0.868608217116884,0,3.02517067826647e-11,1,0.107525246364133,0,0.994897959183674,"Neither"
"MAL",1,0,0.781804033287103,0,1,0,0.482490816749975,0,0.990881458966565,"Neither"
"MAN1A",1,0,0.0653212384798865,0,5.55465258928979e-15,1,5.48113512854919e-13,1,0.945397307859314,"Neither"
"MATN2",1,0,0.150878084418602,0,2.50566377284348e-15,1,2.44526110546154e-41,1,0.974272687798524,"Neither"
"MBP",1,0,9.68576034687807e-06,1,3.08030734496979e-15,1,2.44610669429793e-187,1,0.417173252279635,"scBSP only"
"MCHR1",1,0,0.526082354403277,0,0.0652668466963037,0,1,0,0.990664350846722,"Neither"
"MEGF11",1,0,0.899417237912262,0,3.08030734496979e-15,1,1,0,0.996526270082501,"Neither"
