"method_1","method_2","category","gene"
"GeoSVG-3D","SPARK-X","SPARK-X only","TFAP2C"
"GeoSVG-3D","SPARK-X","SPARK-X only","TH"
"GeoSVG-3D","SPARK-X","SPARK-X only","THRSP"
"GeoSVG-3D","SPARK-X","SPARK-X only","TIAM1"
"GeoSVG-3D","SPARK-X","SPARK-X only","TMEM215"
"GeoSVG-3D","SPARK-X","SPARK-X only","TMEM255A"
"GeoSVG-3D","SPARK-X","SPARK-X only","TMEM88B"
"GeoSVG-3D","SPARK-X","SPARK-X only","TMSB4X"
"GeoSVG-3D","SPARK-X","SPARK-X only","TNR"
"GeoSVG-3D","SPARK-X","SPARK-X only","TOX"
"GeoSVG-3D","SPARK-X","SPARK-X only","TPBG"
"GeoSVG-3D","SPARK-X","SPARK-X only","TRAF3IP3"
"GeoSVG-3D","SPARK-X","SPARK-X only","TRAPPC3L"
"GeoSVG-3D","SPARK-X","SPARK-X only","TREM2"
"GeoSVG-3D","SPARK-X","SPARK-X only","TRF"
"GeoSVG-3D","SPARK-X","SPARK-X only","TRH"
"GeoSVG-3D","SPARK-X","SPARK-X only","TRHR"
"GeoSVG-3D","SPARK-X","SPARK-X only","TRIM66"
"GeoSVG-3D","SPARK-X","SPARK-X only","TSHZ2"
"GeoSVG-3D","SPARK-X","SPARK-X only","TTR"
"GeoSVG-3D","SPARK-X","SPARK-X only","TTYH1"
"GeoSVG-3D","SPARK-X","SPARK-X only","UNC5B"
"GeoSVG-3D","SPARK-X","SPARK-X only","UTS2B"
"GeoSVG-3D","SPARK-X","SPARK-X only","VAMP1"
"GeoSVG-3D","SPARK-X","SPARK-X only","VEGFA"
"GeoSVG-3D","SPARK-X","SPARK-X only","VIM"
"GeoSVG-3D","SPARK-X","SPARK-X only","VIPR1"
"GeoSVG-3D","SPARK-X","SPARK-X only","VWC2"
"GeoSVG-3D","SPARK-X","SPARK-X only","WFDC18"
"GeoSVG-3D","SPARK-X","SPARK-X only","WFS1"
"GeoSVG-3D","SPARK-X","SPARK-X only","WHRN"
"GeoSVG-3D","SPARK-X","SPARK-X only","ZIC1"
"scBSP","SPARK","Overlap","ADCYAP1"
"scBSP","SPARK","Overlap","ADCYAP1R1"
"scBSP","SPARK","Overlap","ALCAM"
"scBSP","SPARK","Overlap","APOD"
"scBSP","SPARK","Overlap","ASS1"
"scBSP","SPARK","Overlap","BAIAP3"
"scBSP","SPARK","Overlap","CACNA2D1"
"scBSP","SPARK","Overlap","CACNA2D2"
"scBSP","SPARK","Overlap","CADM1"
"scBSP","SPARK","Overlap","CALB2"
"scBSP","SPARK","Overlap","CALCR"
"scBSP","SPARK","Overlap","CAMK2D"
"scBSP","SPARK","Overlap","CAR2"
"scBSP","SPARK","Overlap","CARTPT"
"scBSP","SPARK","Overlap","CBLN1"
"scBSP","SPARK","Overlap","CBLN2"
"scBSP","SPARK","Overlap","CLDN11"
"scBSP","SPARK","Overlap","CLU"
"scBSP","SPARK","Overlap","CPNE6"
"scBSP","SPARK","Overlap","CST3"
"scBSP","SPARK","Overlap","DBPHT2"
"scBSP","SPARK","Overlap","DKK3"
"scBSP","SPARK","Overlap","DLK1"
"scBSP","SPARK","Overlap","EBF3"
"scBSP","SPARK","Overlap","GABBR1"
"scBSP","SPARK","Overlap","GABBR2"
"scBSP","SPARK","Overlap","GAD2"
"scBSP","SPARK","Overlap","GFAP"
"scBSP","SPARK","Overlap","GJA1"
"scBSP","SPARK","Overlap","GPRASP2"
"scBSP","SPARK","Overlap","GPSM1"
"scBSP","SPARK","Overlap","GRM5"
"scBSP","SPARK","Overlap","GRM7"
"scBSP","SPARK","Overlap","HAP1"
"scBSP","SPARK","Overlap","HCRT"
"scBSP","SPARK","Overlap","HPCAL1"
"scBSP","SPARK","Overlap","HPCAL4"
"scBSP","SPARK","Overlap","HTRA1"
"scBSP","SPARK","Overlap","IGSF8"
"scBSP","SPARK","Overlap","ITIH3"
"scBSP","SPARK","Overlap","KLHL1"
"scBSP","SPARK","Overlap","LMO3"
"scBSP","SPARK","Overlap","LSAMP"
"scBSP","SPARK","Overlap","LYPD1"
"scBSP","SPARK","Overlap","MBP"
"scBSP","SPARK","Overlap","MDGA1"
"scBSP","SPARK","Overlap","MEIS2"
"scBSP","SPARK","Overlap","MOG"
"scBSP","SPARK","Overlap","NEFM"
"scBSP","SPARK","Overlap","NPTX1"
"scBSP","SPARK","Overlap","NRGN"
"scBSP","SPARK","Overlap","NTSR2"
"scBSP","SPARK","Overlap","OLFM2"
"scBSP","SPARK","Overlap","OPRL1"
"scBSP","SPARK","Overlap","PARM1"
"scBSP","SPARK","Overlap","PCP4"
"scBSP","SPARK","Overlap","PEG10"
"scBSP","SPARK","Overlap","PENK"
"scBSP","SPARK","Overlap","PMCH"
"scBSP","SPARK","Overlap","PPP1R1B"
"scBSP","SPARK","Overlap","PPP2R2B"
"scBSP","SPARK","Overlap","PRKCD"
"scBSP","SPARK","Overlap","PROX1"
"scBSP","SPARK","Overlap","PTGDS"
"scBSP","SPARK","Overlap","RAB3B"
"scBSP","SPARK","Overlap","RGS4"
"scBSP","SPARK","Overlap","RPS24"
"scBSP","SPARK","Overlap","SATB1"
"scBSP","SPARK","Overlap","SEZ6"
"scBSP","SPARK","Overlap","SLC32A1"
"scBSP","SPARK","Overlap","SLC6A11"
"scBSP","SPARK","Overlap","SNCG"
"scBSP","SPARK","Overlap","SPARC"
"scBSP","SPARK","Overlap","STMN2"
"scBSP","SPARK","Overlap","SUMO2"
"scBSP","SPARK","Overlap","TAC1"
"scBSP","SPARK","Overlap","TMEM163"
"scBSP","SPARK","Overlap","TMSB4X"
"scBSP","SPARK","Overlap","TRF"
"scBSP","SPARK","Overlap","TSHZ2"
"scBSP","SPARK","Overlap","VAMP1"
"scBSP","SPARK","scBSP only","CXCL14"
"scBSP","SPARK","SPARK only","ABCC9"
"scBSP","SPARK","SPARK only","ACBD7"
"scBSP","SPARK","SPARK only","ACTA2"
"scBSP","SPARK","SPARK only","ADA"
"scBSP","SPARK","SPARK only","ADAMTS15"
"scBSP","SPARK","SPARK only","ADARB2"
"scBSP","SPARK","SPARK only","ADGRG2"
"scBSP","SPARK","SPARK only","ADM"
"scBSP","SPARK","SPARK only","ADORA1"
"scBSP","SPARK","SPARK only","ADORA2A"
"scBSP","SPARK","SPARK only","ADORA2B"
"scBSP","SPARK","SPARK only","ADORA3"
"scBSP","SPARK","SPARK only","ADRA1B"
"scBSP","SPARK","SPARK only","ADRB1"
"scBSP","SPARK","SPARK only","ADRB3"
"scBSP","SPARK","SPARK only","AFP"
"scBSP","SPARK","SPARK only","AGTR2"
"scBSP","SPARK","SPARK only","AJAP1"
"scBSP","SPARK","SPARK only","ANGPT2"
"scBSP","SPARK","SPARK only","ANLN"
"scBSP","SPARK","SPARK only","ANPEP"
"scBSP","SPARK","SPARK only","ANXA11"
"scBSP","SPARK","SPARK only","APLN"
"scBSP","SPARK","SPARK only","APOLD1"
"scBSP","SPARK","SPARK only","AQP1"
"scBSP","SPARK","SPARK only","AQP4"
"scBSP","SPARK","SPARK only","ARHGAP36"
"scBSP","SPARK","SPARK only","ARHGAP6"
"scBSP","SPARK","SPARK only","ASB4"
"scBSP","SPARK","SPARK only","ASIC4"
"scBSP","SPARK","SPARK only","ATF3"
"scBSP","SPARK","SPARK only","ATP2B4"
"scBSP","SPARK","SPARK only","AVP"
"scBSP","SPARK","SPARK only","B3GAT2"
"scBSP","SPARK","SPARK only","BARHL1"
"scBSP","SPARK","SPARK only","BCL11B"
"scBSP","SPARK","SPARK only","BCL6"
"scBSP","SPARK","SPARK only","BDNF"
"scBSP","SPARK","SPARK only","BIRC5"
"scBSP","SPARK","SPARK only","BMP3"
"scBSP","SPARK","SPARK only","BMP4"
"scBSP","SPARK","SPARK only","BRCA1"
"scBSP","SPARK","SPARK only","C1QL1"
"scBSP","SPARK","SPARK only","C1QL2"
"scBSP","SPARK","SPARK only","C1QL3"
"scBSP","SPARK","SPARK only","C4B"
"scBSP","SPARK","SPARK only","CABP7"
"scBSP","SPARK","SPARK only","CACNG4"
"scBSP","SPARK","SPARK only","CADM2"
"scBSP","SPARK","SPARK only","CALB1"
"scBSP","SPARK","SPARK only","CALCA"
"scBSP","SPARK","SPARK only","CALCRL"
"scBSP","SPARK","SPARK only","CAR10"
"scBSP","SPARK","SPARK only","CAR3"
"scBSP","SPARK","SPARK only","CAR4"
"scBSP","SPARK","SPARK only","CAR8"
"scBSP","SPARK","SPARK only","CARD10"
"scBSP","SPARK","SPARK only","CASP4"
"scBSP","SPARK","SPARK only","CASP8"
"scBSP","SPARK","SPARK only","CASR"
"scBSP","SPARK","SPARK only","CBLN3"
"scBSP","SPARK","SPARK only","CBLN4"
"scBSP","SPARK","SPARK only","CBR2"
"scBSP","SPARK","SPARK only","CCK"
"scBSP","SPARK","SPARK only","CCKAR"
"scBSP","SPARK","SPARK only","CCKBR"
"scBSP","SPARK","SPARK only","CCL24"
"scBSP","SPARK","SPARK only","CCL3"
"scBSP","SPARK","SPARK only","CCL4"
"scBSP","SPARK","SPARK only","CCN4"
"scBSP","SPARK","SPARK only","CCND2"
"scBSP","SPARK","SPARK only","CCNE1"
"scBSP","SPARK","SPARK only","CCP110"
"scBSP","SPARK","SPARK only","CCRL2"
"scBSP","SPARK","SPARK only","CCSAP"
"scBSP","SPARK","SPARK only","CD74"
"scBSP","SPARK","SPARK only","CDC20"
"scBSP","SPARK","SPARK only","CDH13"
"scBSP","SPARK","SPARK only","CDH7"
"scBSP","SPARK","SPARK only","CDK1"
"scBSP","SPARK","SPARK only","CDKN1C"
"scBSP","SPARK","SPARK only","CEMIP"
"scBSP","SPARK","SPARK only","CENPF"
"scBSP","SPARK","SPARK only","CFAP126"
"scBSP","SPARK","SPARK only","CHAT"
"scBSP","SPARK","SPARK only","CHODL"
"scBSP","SPARK","SPARK only","CHRM1"
"scBSP","SPARK","SPARK only","CHRM2"
"scBSP","SPARK","SPARK only","CHRM3"
"scBSP","SPARK","SPARK only","CHRM4"
"scBSP","SPARK","SPARK only","CHRM5"
"scBSP","SPARK","SPARK only","CHRNA2"
"scBSP","SPARK","SPARK only","CHRNA3"
"scBSP","SPARK","SPARK only","CKS2"
"scBSP","SPARK","SPARK only","CLDN10"
"scBSP","SPARK","SPARK only","CLEC2L"
"scBSP","SPARK","SPARK only","CLIC5"
"scBSP","SPARK","SPARK only","CNKSR3"
"scBSP","SPARK","SPARK only","CNN1"
"scBSP","SPARK","SPARK only","CNPY1"
"scBSP","SPARK","SPARK only","CNTNAP3"
"scBSP","SPARK","SPARK only","COCH"
"scBSP","SPARK","SPARK only","COL15A1"
"scBSP","SPARK","SPARK only","COL18A1"
"scBSP","SPARK","SPARK only","COL20A1"
"scBSP","SPARK","SPARK only","COL24A1"
"scBSP","SPARK","SPARK only","COL25A1"
"scBSP","SPARK","SPARK only","COL5A1"
"scBSP","SPARK","SPARK only","COL6A1"
"scBSP","SPARK","SPARK only","COL9A2"
"scBSP","SPARK","SPARK only","COX4I2"
"scBSP","SPARK","SPARK only","COX6A2"
"scBSP","SPARK","SPARK only","CPA6"
"scBSP","SPARK","SPARK only","CPB1"
"scBSP","SPARK","SPARK only","CPLX3"
"scBSP","SPARK","SPARK only","CPNE4"
"scBSP","SPARK","SPARK only","CPNE5"
"scBSP","SPARK","SPARK only","CPXM2"
"scBSP","SPARK","SPARK only","CREB3L1"
"scBSP","SPARK","SPARK only","CRH"
"scBSP","SPARK","SPARK only","CRHBP"
"scBSP","SPARK","SPARK only","CRISP1"
"scBSP","SPARK","SPARK only","CRYM"
"scBSP","SPARK","SPARK only","CSPG5"
"scBSP","SPARK","SPARK only","CSRP2"
"scBSP","SPARK","SPARK only","CTPS"
"scBSP","SPARK","SPARK only","CTSS"
"scBSP","SPARK","SPARK only","CUX2"
"scBSP","SPARK","SPARK only","CYP26B1"
"scBSP","SPARK","SPARK only","CYP2S1"
"scBSP","SPARK","SPARK only","CYTH3"
"scBSP","SPARK","SPARK only","DAPL1"
"scBSP","SPARK","SPARK only","DCLK3"
"scBSP","SPARK","SPARK only","DCN"
"scBSP","SPARK","SPARK only","DDIT4L"
"scBSP","SPARK","SPARK only","DEGS2"
"scBSP","SPARK","SPARK only","DEPTOR"
"scBSP","SPARK","SPARK only","DGKK"
"scBSP","SPARK","SPARK only","DLX1"
"scBSP","SPARK","SPARK only","DLX5"
"scBSP","SPARK","SPARK only","DPY19L1"
"scBSP","SPARK","SPARK only","DRD1"
"scBSP","SPARK","SPARK only","DRD3"
"scBSP","SPARK","SPARK only","DRD4"
"scBSP","SPARK","SPARK only","DRD5"
"scBSP","SPARK","SPARK only","EBF1"
"scBSP","SPARK","SPARK only","EBF2"
"scBSP","SPARK","SPARK only","ECEL1"
"scBSP","SPARK","SPARK only","ECSCR"
"scBSP","SPARK","SPARK only","EFHD1"
"scBSP","SPARK","SPARK only","EFHD2"
"scBSP","SPARK","SPARK only","EFNA5"
"scBSP","SPARK","SPARK only","EGLN3"
"scBSP","SPARK","SPARK only","ELFN1"
"scBSP","SPARK","SPARK only","EMID1"
"scBSP","SPARK","SPARK only","EMX2"
"scBSP","SPARK","SPARK only","EN1"
"scBSP","SPARK","SPARK only","ENPP6"
"scBSP","SPARK","SPARK only","EOMES"
"scBSP","SPARK","SPARK only","EPHA7"
"scBSP","SPARK","SPARK only","EPYC"
"scBSP","SPARK","SPARK only","ESRRG"
"scBSP","SPARK","SPARK only","ETV1"
"scBSP","SPARK","SPARK only","FABP7"
"scBSP","SPARK","SPARK only","FAM107A"
"scBSP","SPARK","SPARK only","FAM169B"
"scBSP","SPARK","SPARK only","FAM183B"
"scBSP","SPARK","SPARK only","FAM214A"
"scBSP","SPARK","SPARK only","FAM216B"
"scBSP","SPARK","SPARK only","FAM92B"
"scBSP","SPARK","SPARK only","FAT2"
"scBSP","SPARK","SPARK only","FBLN2"
"scBSP","SPARK","SPARK only","FBLN5"
"scBSP","SPARK","SPARK only","FBP2"
"scBSP","SPARK","SPARK only","FEZF1"
"scBSP","SPARK","SPARK only","FEZF2"
"scBSP","SPARK","SPARK only","FGF10"
"scBSP","SPARK","SPARK only","FGFR3"
"scBSP","SPARK","SPARK only","FIBCD1"
"scBSP","SPARK","SPARK only","FIGN"
"scBSP","SPARK","SPARK only","FJX1"
"scBSP","SPARK","SPARK only","FOLR1"
"scBSP","SPARK","SPARK only","FOS"
"scBSP","SPARK","SPARK only","FOXP2"
"scBSP","SPARK","SPARK only","FSHR"
"scBSP","SPARK","SPARK only","GABRA5"
"scBSP","SPARK","SPARK only","GABRA6"
"scBSP","SPARK","SPARK only","GABRQ"
"scBSP","SPARK","SPARK only","GABRR2"
"scBSP","SPARK","SPARK only","GAD1"
"scBSP","SPARK","SPARK only","GAL"
"scBSP","SPARK","SPARK only","GALNTL6"
"scBSP","SPARK","SPARK only","GALR1"
"scBSP","SPARK","SPARK only","GALR2"
"scBSP","SPARK","SPARK only","GAST"
"scBSP","SPARK","SPARK only","GATA3"
"scBSP","SPARK","SPARK only","GBX1"
"scBSP","SPARK","SPARK only","GBX2"
"scBSP","SPARK","SPARK only","GCH1"
"scBSP","SPARK","SPARK only","GCHFR"
"scBSP","SPARK","SPARK only","GFRA1"
"scBSP","SPARK","SPARK only","GFRA2"
"scBSP","SPARK","SPARK only","GHRH"
"scBSP","SPARK","SPARK only","GHSR"
"scBSP","SPARK","SPARK only","GIPR"
"scBSP","SPARK","SPARK only","GJB2"
"scBSP","SPARK","SPARK only","GLDC"
"scBSP","SPARK","SPARK only","GLRA1"
"scBSP","SPARK","SPARK only","GLRA3"
"scBSP","SPARK","SPARK only","GM5741"
"scBSP","SPARK","SPARK only","GNA14"
"scBSP","SPARK","SPARK only","GNG4"
"scBSP","SPARK","SPARK only","GNG8"
"scBSP","SPARK","SPARK only","GPR101"
"scBSP","SPARK","SPARK only","GPR119"
"scBSP","SPARK","SPARK only","GPR139"
"scBSP","SPARK","SPARK only","GPR34"
"scBSP","SPARK","SPARK only","GPR50"
"scBSP","SPARK","SPARK only","GPR88"
"scBSP","SPARK","SPARK only","GPSM3"
"scBSP","SPARK","SPARK only","GPX2"
"scBSP","SPARK","SPARK only","GPX3"
"scBSP","SPARK","SPARK only","GRIK1"
"scBSP","SPARK","SPARK only","GRIK3"
"scBSP","SPARK","SPARK only","GRIN2C"
"scBSP","SPARK","SPARK only","GRM1"
"scBSP","SPARK","SPARK only","GRM2"
"scBSP","SPARK","SPARK only","GRM3"
"scBSP","SPARK","SPARK only","GRM4"
"scBSP","SPARK","SPARK only","GRM8"
"scBSP","SPARK","SPARK only","GRP"
"scBSP","SPARK","SPARK only","H2-AB1"
"scBSP","SPARK","SPARK only","HAPLN1"
"scBSP","SPARK","SPARK only","HCRTR1"
"scBSP","SPARK","SPARK only","HDC"
"scBSP","SPARK","SPARK only","HHIP"
"scBSP","SPARK","SPARK only","HOPX"
"scBSP","SPARK","SPARK only","HOXA5"
"scBSP","SPARK","SPARK only","HOXA7"
"scBSP","SPARK","SPARK only","HOXB7"
"scBSP","SPARK","SPARK only","HOXB9"
"scBSP","SPARK","SPARK only","HOXC4"
"scBSP","SPARK","SPARK only","HOXC5"
"scBSP","SPARK","SPARK only","HRH1"
"scBSP","SPARK","SPARK only","HRH3"
"scBSP","SPARK","SPARK only","HS3ST2"
"scBSP","SPARK","SPARK only","HS3ST4"
"scBSP","SPARK","SPARK only","HS6ST2"
"scBSP","SPARK","SPARK only","HSPA1A"
"scBSP","SPARK","SPARK only","HSPB7"
"scBSP","SPARK","SPARK only","HTR1A"
"scBSP","SPARK","SPARK only","HTR1B"
"scBSP","SPARK","SPARK only","HTR1D"
"scBSP","SPARK","SPARK only","HTR1F"
"scBSP","SPARK","SPARK only","HTR2A"
"scBSP","SPARK","SPARK only","HTR2B"
"scBSP","SPARK","SPARK only","HTR2C"
"scBSP","SPARK","SPARK only","HTR5B"
"scBSP","SPARK","SPARK only","ID2"
"scBSP","SPARK","SPARK only","ID4"
"scBSP","SPARK","SPARK only","IFITM1"
"scBSP","SPARK","SPARK only","IGF2"
"scBSP","SPARK","SPARK only","IGFBP2"
"scBSP","SPARK","SPARK only","IGFBP4"
"scBSP","SPARK","SPARK only","IGFBP6"
"scBSP","SPARK","SPARK only","IGFBPL1"
"scBSP","SPARK","SPARK only","IGSF1"
"scBSP","SPARK","SPARK only","IL1R1"
"scBSP","SPARK","SPARK only","IL1RAPL2"
"scBSP","SPARK","SPARK only","IL23A"
"scBSP","SPARK","SPARK only","IL33"
"scBSP","SPARK","SPARK only","INHBA"
"scBSP","SPARK","SPARK only","IRS4"
"scBSP","SPARK","SPARK only","IRX2"
"scBSP","SPARK","SPARK only","IRX6"
"scBSP","SPARK","SPARK only","ISL1"
"scBSP","SPARK","SPARK only","ISL2"
"scBSP","SPARK","SPARK only","KCNAB1"
"scBSP","SPARK","SPARK only","KCNAB3"
"scBSP","SPARK","SPARK only","KCNC2"
"scBSP","SPARK","SPARK only","KCNC3"
"scBSP","SPARK","SPARK only","KCND3"
"scBSP","SPARK","SPARK only","KCNG1"
"scBSP","SPARK","SPARK only","KCNJ8"
"scBSP","SPARK","SPARK only","KCNMB2"
"scBSP","SPARK","SPARK only","KCNS1"
"scBSP","SPARK","SPARK only","KCTD12"
"scBSP","SPARK","SPARK only","KISS1R"
"scBSP","SPARK","SPARK only","KIT"
"scBSP","SPARK","SPARK only","KITL"
"scBSP","SPARK","SPARK only","KL"
"scBSP","SPARK","SPARK only","KLHL14"
"scBSP","SPARK","SPARK only","KLK6"
"scBSP","SPARK","SPARK only","KRT12"
"scBSP","SPARK","SPARK only","KRT15"
"scBSP","SPARK","SPARK only","KRT17"
"scBSP","SPARK","SPARK only","KRT19"
"scBSP","SPARK","SPARK only","KRT27"
"scBSP","SPARK","SPARK only","KRT73"
"scBSP","SPARK","SPARK only","LAMP5"
"scBSP","SPARK","SPARK only","LANCL3"
"scBSP","SPARK","SPARK only","LBP"
"scBSP","SPARK","SPARK only","LBX1"
"scBSP","SPARK","SPARK only","LCN2"
"scBSP","SPARK","SPARK only","LEF1"
"scBSP","SPARK","SPARK only","LGI2"
"scBSP","SPARK","SPARK only","LHX1"
"scBSP","SPARK","SPARK only","LHX2"
"scBSP","SPARK","SPARK only","LHX6"
"scBSP","SPARK","SPARK only","LHX8"
"scBSP","SPARK","SPARK only","LHX9"
"scBSP","SPARK","SPARK only","LIMS2"
"scBSP","SPARK","SPARK only","LINGO4"
"scBSP","SPARK","SPARK only","LMCD1"
"scBSP","SPARK","SPARK only","LMO1"
"scBSP","SPARK","SPARK only","LMX1A"
"scBSP","SPARK","SPARK only","LPAR3"
"scBSP","SPARK","SPARK only","LPL"
"scBSP","SPARK","SPARK only","LRRC55"
"scBSP","SPARK","SPARK only","LRRTM2"
"scBSP","SPARK","SPARK only","LTK"
"scBSP","SPARK","SPARK only","LY6C1"
"scBSP","SPARK","SPARK only","LY6G6E"
"scBSP","SPARK","SPARK only","LYPD6"
"scBSP","SPARK","SPARK only","LYPD6B"
"scBSP","SPARK","SPARK only","MAB21L2"
"scBSP","SPARK","SPARK only","MAN1A"
"scBSP","SPARK","SPARK only","MAOB"
"scBSP","SPARK","SPARK only","MAP3K7CL"
"scBSP","SPARK","SPARK only","MATN2"
"scBSP","SPARK","SPARK only","MC1R"
"scBSP","SPARK","SPARK only","MEGF11"
"scBSP","SPARK","SPARK only","MEOX1"
"scBSP","SPARK","SPARK only","MFAP4"
"scBSP","SPARK","SPARK only","MFGE8"
"scBSP","SPARK","SPARK only","MFSD2A"
"scBSP","SPARK","SPARK only","MGP"
"scBSP","SPARK","SPARK only","MGST1"
"scBSP","SPARK","SPARK only","MIA"
"scBSP","SPARK","SPARK only","MKI67"
"scBSP","SPARK","SPARK only","MMP2"
"scBSP","SPARK","SPARK only","MNS1"
"scBSP","SPARK","SPARK only","MOXD1"
"scBSP","SPARK","SPARK only","MRAP2"
"scBSP","SPARK","SPARK only","MRC1"
"scBSP","SPARK","SPARK only","MREG"
"scBSP","SPARK","SPARK only","MUSTN1"
"scBSP","SPARK","SPARK only","MYH8"
"scBSP","SPARK","SPARK only","MYL4"
"scBSP","SPARK","SPARK only","MYOC"
"scBSP","SPARK","SPARK only","NCMAP"
"scBSP","SPARK","SPARK only","NDNF"
"scBSP","SPARK","SPARK only","NDRG2"
"scBSP","SPARK","SPARK only","NDST4"
"scBSP","SPARK","SPARK only","NECAB1"
"scBSP","SPARK","SPARK only","NEFH"
"scBSP","SPARK","SPARK only","NELL1"
"scBSP","SPARK","SPARK only","NEUROD1"
"scBSP","SPARK","SPARK only","NEUROD6"
"scBSP","SPARK","SPARK only","NFATC2"
"scBSP","SPARK","SPARK only","NFIB"
"scBSP","SPARK","SPARK only","NGB"
"scBSP","SPARK","SPARK only","NGFR"
"scBSP","SPARK","SPARK only","NHLH2"
"scBSP","SPARK","SPARK only","NINJ2"
"scBSP","SPARK","SPARK only","NKX2-1"
"scBSP","SPARK","SPARK only","NKX2-9"
"scBSP","SPARK","SPARK only","NMB"
"scBSP","SPARK","SPARK only","NMBR"
"scBSP","SPARK","SPARK only","NMS"
"scBSP","SPARK","SPARK only","NMU"
"scBSP","SPARK","SPARK only","NMUR2"
"scBSP","SPARK","SPARK only","NOG"
"scBSP","SPARK","SPARK only","NOS1"
"scBSP","SPARK","SPARK only","NOTUM"
"scBSP","SPARK","SPARK only","NOV"
"scBSP","SPARK","SPARK only","NPAS1"
"scBSP","SPARK","SPARK only","NPBWR1"
"scBSP","SPARK","SPARK only","NPFF"
"scBSP","SPARK","SPARK only","NPFFR1"
"scBSP","SPARK","SPARK only","NPFFR2"
"scBSP","SPARK","SPARK only","NPNT"
"scBSP","SPARK","SPARK only","NPPA"
"scBSP","SPARK","SPARK only","NPPB"
"scBSP","SPARK","SPARK only","NPPC"
"scBSP","SPARK","SPARK only","NPTX2"
"scBSP","SPARK","SPARK only","NPW"
"scBSP","SPARK","SPARK only","NPY"
"scBSP","SPARK","SPARK only","NPY1R"
"scBSP","SPARK","SPARK only","NPY2R"
"scBSP","SPARK","SPARK only","NPY4R"
"scBSP","SPARK","SPARK only","NPY5R"
"scBSP","SPARK","SPARK only","NR2F2"
"scBSP","SPARK","SPARK only","NR3C2"
"scBSP","SPARK","SPARK only","NR4A2"
"scBSP","SPARK","SPARK only","NR4A3"
"scBSP","SPARK","SPARK only","NREP"
"scBSP","SPARK","SPARK only","NRIP3"
"scBSP","SPARK","SPARK only","NRP2"
"scBSP","SPARK","SPARK only","NRTN"
"scBSP","SPARK","SPARK only","NTNG1"
"scBSP","SPARK","SPARK only","NTS"
"scBSP","SPARK","SPARK only","NTSR1"
"scBSP","SPARK","SPARK only","NWD2"
"scBSP","SPARK","SPARK only","NXPH1"
"scBSP","SPARK","SPARK only","NXPH4"
"scBSP","SPARK","SPARK only","NYAP2"
"scBSP","SPARK","SPARK only","OMP"
"scBSP","SPARK","SPARK only","ONECUT2"
"scBSP","SPARK","SPARK only","OPALIN"
"scBSP","SPARK","SPARK only","OPRD1"
"scBSP","SPARK","SPARK only","OPRK1"
"scBSP","SPARK","SPARK only","OPRM1"
"scBSP","SPARK","SPARK only","OSCP1"
"scBSP","SPARK","SPARK only","OTOF"
"scBSP","SPARK","SPARK only","OTP"
"scBSP","SPARK","SPARK only","OTX1"
"scBSP","SPARK","SPARK only","OXTR"
"scBSP","SPARK","SPARK only","PALM3"
"scBSP","SPARK","SPARK only","PAPPA"
"scBSP","SPARK","SPARK only","PAPPA2"
"scBSP","SPARK","SPARK only","PAQR5"
"scBSP","SPARK","SPARK only","PARP14"
"scBSP","SPARK","SPARK only","PAX5"
"scBSP","SPARK","SPARK only","PAX6"
"scBSP","SPARK","SPARK only","PAX7"
"scBSP","SPARK","SPARK only","PCDH11X"
"scBSP","SPARK","SPARK only","PCSK5"
"scBSP","SPARK","SPARK only","PDCD4"
"scBSP","SPARK","SPARK only","PDE11A"
"scBSP","SPARK","SPARK only","PDE1A"
"scBSP","SPARK","SPARK only","PDE1C"
"scBSP","SPARK","SPARK only","PDGFRA"
"scBSP","SPARK","SPARK only","PDYN"
"scBSP","SPARK","SPARK only","PDZK1IP1"
"scBSP","SPARK","SPARK only","PF4"
"scBSP","SPARK","SPARK only","PGAM2"
"scBSP","SPARK","SPARK only","PGLYRP1"
"scBSP","SPARK","SPARK only","PGR"
"scBSP","SPARK","SPARK only","PGR15L"
"scBSP","SPARK","SPARK only","PHLDA1"
"scBSP","SPARK","SPARK only","PHOX2A"
"scBSP","SPARK","SPARK only","PHOX2B"
"scBSP","SPARK","SPARK only","PI16"
"scBSP","SPARK","SPARK only","PIEZO2"
"scBSP","SPARK","SPARK only","PIK3R3"
"scBSP","SPARK","SPARK only","PITX2"
"scBSP","SPARK","SPARK only","PKD1L2"
"scBSP","SPARK","SPARK only","PKIB"
"scBSP","SPARK","SPARK only","PLA2G5"
"scBSP","SPARK","SPARK only","PLCH1"
"scBSP","SPARK","SPARK only","PLCXD2"
"scBSP","SPARK","SPARK only","PLIN3"
"scBSP","SPARK","SPARK only","PLTP"
"scBSP","SPARK","SPARK only","PNMT"
"scBSP","SPARK","SPARK only","PNOC"
"scBSP","SPARK","SPARK only","POMC"
"scBSP","SPARK","SPARK only","POSTN"
"scBSP","SPARK","SPARK only","POU4F1"
"scBSP","SPARK","SPARK only","POU6F2"
"scBSP","SPARK","SPARK only","PPP1R14A"
"scBSP","SPARK","SPARK only","PPP1R17"
"scBSP","SPARK","SPARK only","PRDM12"
"scBSP","SPARK","SPARK only","PRKCG"
"scBSP","SPARK","SPARK only","PRKCQ"
"scBSP","SPARK","SPARK only","PRLHR"
"scBSP","SPARK","SPARK only","PRLR"
"scBSP","SPARK","SPARK only","PROKR1"
